contrato_id,cliente_sk,fecha_sk,producto_sk,tipo_producto,monto_referencia,estado
88,72,3016,4,Tarjeta,0.0,Activa
89,72,2999,5,Tarjeta,18206.9,Bloqueada
90,73,2699,4,Tarjeta,0.0,Activa
91,74,1807,4,Tarjeta,0.0,Activa
92,74,1655,5,Tarjeta,23123.25,Activa
93,75,2568,4,Tarjeta,0.0,Activa
94,75,1350,5,Tarjeta,2655.18,Activa
95,76,2984,4,Tarjeta,0.0,Activa
96,78,3020,4,Tarjeta,0.0,Activa
97,79,3065,4,Tarjeta,0.0,Activa
98,80,2976,4,Tarjeta,0.0,Activa
99,80,2989,6,Tarjeta,1674.82,Activa
100,81,1583,4,Tarjeta,0.0,Activa
101,82,2954,4,Tarjeta,0.0,Activa
102,83,3034,4,Tarjeta,0.0,Activa
103,83,3054,5,Tarjeta,9994.62,Activa
104,84,3053,4,Tarjeta,0.0,Activa
105,85,2940,5,Tarjeta,5750.41,Activa
106,86,2005,4,Tarjeta,0.0,Activa
107,87,2335,4,Tarjeta,0.0,Activa
108,87,2517,6,Tarjeta,13711.86,Cancelada
109,88,2037,4,Tarjeta,0.0,Activa
110,89,3058,4,Tarjeta,0.0,Activa
111,89,2952,5,Tarjeta,2877.36,Activa
112,91,2769,4,Tarjeta,0.0,Activa
113,91,2724,5,Tarjeta,4173.81,Activa
114,92,1791,4,Tarjeta,0.0,Activa
115,93,2781,4,Tarjeta,0.0,Activa
116,94,2945,4,Tarjeta,0.0,Activa
117,95,3035,4,Tarjeta,0.0,Activa
118,96,2775,6,Tarjeta,3525.49,Activa
119,97,1814,4,Tarjeta,0.0,Cancelada
120,97,2747,6,Tarjeta,11940.37,Activa
121,98,697,5,Tarjeta,7308.43,Cancelada
122,99,606,4,Tarjeta,0.0,Activa
123,99,2101,5,Tarjeta,8989.35,Activa
124,100,2574,4,Tarjeta,0.0,Bloqueada
125,101,1769,4,Tarjeta,0.0,Activa
126,101,1309,6,Tarjeta,3174.65,Activa
127,102,2447,4,Tarjeta,0.0,Activa
128,103,1216,6,Tarjeta,8243.54,Activa
129,104,1994,4,Tarjeta,0.0,Activa
130,104,1045,5,Tarjeta,6681.47,Activa
131,105,2373,4,Tarjeta,0.0,Bloqueada
132,105,2477,5,Tarjeta,8641.98,Activa
133,106,2258,4,Tarjeta,0.0,Activa
134,106,1355,5,Tarjeta,8188.36,Cancelada
135,107,3017,4,Tarjeta,0.0,Activa
136,108,3033,4,Tarjeta,0.0,Activa
137,109,2969,4,Tarjeta,0.0,Activa
138,110,1822,4,Tarjeta,0.0,Activa
139,112,3065,4,Tarjeta,0.0,Activa
140,113,2712,4,Tarjeta,0.0,Activa
141,113,2915,5,Tarjeta,3807.96,Bloqueada
142,114,1025,4,Tarjeta,0.0,Activa
143,115,2650,4,Tarjeta,0.0,Activa
144,115,2758,5,Tarjeta,7332.51,Activa
145,116,2387,4,Tarjeta,0.0,Activa
146,116,2705,5,Tarjeta,11043.77,Activa
147,117,2592,4,Tarjeta,0.0,Activa
148,118,1051,4,Tarjeta,0.0,Activa
149,119,3074,4,Tarjeta,0.0,Activa
150,119,2780,5,Tarjeta,13114.35,Cancelada
151,120,1408,5,Tarjeta,9826.04,Cancelada
152,121,2353,4,Tarjeta,0.0,Activa
153,122,2966,4,Tarjeta,0.0,Activa
154,123,2976,4,Tarjeta,0.0,Activa
155,124,1238,4,Tarjeta,0.0,Activa
156,124,2877,5,Tarjeta,2513.31,Bloqueada
157,125,3067,4,Tarjeta,0.0,Activa
158,126,3080,4,Tarjeta,0.0,Activa
159,126,2053,6,Tarjeta,26751.6,Activa
160,128,2611,4,Tarjeta,0.0,Activa
161,128,1920,6,Tarjeta,6018.91,Activa
162,129,1572,4,Tarjeta,0.0,Activa
163,129,2777,5,Tarjeta,3931.28,Activa
164,130,2030,4,Tarjeta,0.0,Activa
165,131,993,4,Tarjeta,0.0,Activa
166,131,1558,5,Tarjeta,3421.27,Activa
167,133,2233,4,Tarjeta,0.0,Activa
168,133,2912,5,Tarjeta,3544.91,Activa
169,134,3070,4,Tarjeta,0.0,Activa
170,135,2932,5,Tarjeta,5215.04,Activa
171,136,1943,4,Tarjeta,0.0,Activa
172,137,3071,4,Tarjeta,0.0,Activa
173,138,2509,4,Tarjeta,0.0,Activa
174,138,2358,5,Tarjeta,3052.39,Activa
175,139,2575,4,Tarjeta,0.0,Activa
176,141,3031,4,Tarjeta,0.0,Activa
177,142,2915,4,Tarjeta,0.0,Cancelada
178,143,2290,4,Tarjeta,0.0,Cancelada
179,143,2549,6,Tarjeta,1691.17,Bloqueada
180,144,2402,4,Tarjeta,0.0,Cancelada
181,145,3054,4,Tarjeta,0.0,Cancelada
182,146,2867,4,Tarjeta,0.0,Activa
183,147,2463,4,Tarjeta,0.0,Activa
184,147,2931,5,Tarjeta,3392.8,Activa
185,148,2930,4,Tarjeta,0.0,Activa
186,149,1674,4,Tarjeta,0.0,Activa
187,149,2767,5,Tarjeta,9356.67,Activa
188,150,2347,4,Tarjeta,0.0,Bloqueada
189,152,2713,5,Tarjeta,5786.09,Activa
190,153,2781,4,Tarjeta,0.0,Bloqueada
191,153,2817,6,Tarjeta,4644.53,Activa
192,154,2763,4,Tarjeta,0.0,Activa
193,154,2661,5,Tarjeta,8998.62,Activa
194,155,2088,4,Tarjeta,0.0,Cancelada
195,156,1518,4,Tarjeta,0.0,Activa
196,157,2722,4,Tarjeta,0.0,Activa
197,158,2795,4,Tarjeta,0.0,Activa
198,160,2484,4,Tarjeta,0.0,Activa
199,160,2846,5,Tarjeta,9233.75,Activa
200,161,2198,4,Tarjeta,0.0,Bloqueada
201,162,3052,4,Tarjeta,0.0,Activa
202,162,2816,5,Tarjeta,7863.31,Bloqueada
203,164,700,4,Tarjeta,0.0,Activa
204,164,1629,5,Tarjeta,6186.51,Activa
205,165,2356,4,Tarjeta,0.0,Activa
206,165,1320,5,Tarjeta,13277.32,Activa
207,166,2807,4,Tarjeta,0.0,Activa
208,167,3088,4,Tarjeta,0.0,Bloqueada
209,167,3010,6,Tarjeta,6364.5,Activa
210,168,2591,4,Tarjeta,0.0,Activa
211,169,2431,4,Tarjeta,0.0,Activa
212,169,2615,5,Tarjeta,4966.8,Activa
213,170,3089,4,Tarjeta,0.0,Activa
214,171,530,4,Tarjeta,0.0,Activa
215,171,701,5,Tarjeta,4218.7,Activa
216,172,2814,4,Tarjeta,0.0,Activa
217,172,2804,5,Tarjeta,4088.68,Cancelada
218,173,1816,4,Tarjeta,0.0,Activa
219,174,1979,4,Tarjeta,0.0,Activa
220,174,2657,6,Tarjeta,5590.66,Bloqueada
221,175,1167,4,Tarjeta,0.0,Activa
222,175,2529,5,Tarjeta,6120.98,Activa
223,176,2807,4,Tarjeta,0.0,Activa
224,177,3087,4,Tarjeta,0.0,Cancelada
225,178,2573,4,Tarjeta,0.0,Activa
226,179,2406,5,Tarjeta,3426.74,Bloqueada
227,180,2891,4,Tarjeta,0.0,Activa
569,459,2027,4,Tarjeta,0.0,Activa
228,181,2793,5,Tarjeta,14270.16,Bloqueada
229,182,3088,4,Tarjeta,0.0,Activa
230,183,2969,4,Tarjeta,0.0,Activa
231,184,3084,4,Tarjeta,0.0,Activa
232,184,3076,5,Tarjeta,5638.1,Activa
233,185,2613,4,Tarjeta,0.0,Activa
234,186,3090,4,Tarjeta,0.0,Activa
235,186,3063,5,Tarjeta,7966.33,Activa
236,187,2858,4,Tarjeta,0.0,Activa
237,188,2125,4,Tarjeta,0.0,Activa
238,189,3089,4,Tarjeta,0.0,Activa
239,189,3072,6,Tarjeta,6316.8,Activa
240,190,2766,4,Tarjeta,0.0,Cancelada
241,191,2773,5,Tarjeta,5239.32,Activa
242,192,3002,4,Tarjeta,0.0,Activa
243,192,2712,5,Tarjeta,12014.2,Activa
244,193,2337,4,Tarjeta,0.0,Activa
245,194,2979,4,Tarjeta,0.0,Activa
246,195,2740,4,Tarjeta,0.0,Activa
247,196,2866,5,Tarjeta,6374.9,Bloqueada
248,197,1951,4,Tarjeta,0.0,Bloqueada
249,197,2848,5,Tarjeta,6239.35,Bloqueada
250,198,1953,4,Tarjeta,0.0,Activa
251,198,1874,6,Tarjeta,6678.67,Activa
252,199,2920,4,Tarjeta,0.0,Activa
253,199,2953,5,Tarjeta,7498.8,Activa
254,200,2861,4,Tarjeta,0.0,Activa
255,201,2361,4,Tarjeta,0.0,Activa
256,202,2842,4,Tarjeta,0.0,Activa
257,202,1225,6,Tarjeta,5148.04,Activa
258,203,1681,5,Tarjeta,9293.3,Activa
259,205,3080,4,Tarjeta,0.0,Activa
260,205,3080,5,Tarjeta,3384.61,Activa
261,206,2075,4,Tarjeta,0.0,Activa
262,206,2899,5,Tarjeta,4507.53,Bloqueada
263,207,3036,4,Tarjeta,0.0,Activa
264,207,2983,5,Tarjeta,8320.19,Activa
265,208,2576,4,Tarjeta,0.0,Activa
266,208,2561,5,Tarjeta,13609.12,Bloqueada
267,210,2928,4,Tarjeta,0.0,Bloqueada
268,210,3057,6,Tarjeta,88994.51,Bloqueada
269,211,2320,4,Tarjeta,0.0,Activa
270,212,2948,4,Tarjeta,0.0,Activa
271,213,2809,4,Tarjeta,0.0,Activa
272,213,2923,5,Tarjeta,7441.35,Activa
273,214,2583,4,Tarjeta,0.0,Activa
274,215,868,4,Tarjeta,0.0,Activa
275,215,1377,6,Tarjeta,8242.43,Bloqueada
276,216,2327,4,Tarjeta,0.0,Activa
277,217,527,4,Tarjeta,0.0,Activa
278,218,1532,4,Tarjeta,0.0,Activa
279,219,2652,4,Tarjeta,0.0,Activa
280,219,998,5,Tarjeta,6780.33,Activa
281,221,2944,4,Tarjeta,0.0,Activa
282,222,2622,4,Tarjeta,0.0,Bloqueada
283,223,2669,4,Tarjeta,0.0,Activa
284,225,1975,4,Tarjeta,0.0,Activa
285,226,1878,5,Tarjeta,10926.36,Activa
286,227,1693,5,Tarjeta,4412.69,Activa
287,228,2424,4,Tarjeta,0.0,Activa
288,230,2838,4,Tarjeta,0.0,Activa
289,230,2944,5,Tarjeta,15454.13,Bloqueada
290,231,1855,4,Tarjeta,0.0,Bloqueada
291,231,43,5,Tarjeta,2672.57,Activa
292,232,3020,4,Tarjeta,0.0,Activa
293,233,2133,4,Tarjeta,0.0,Activa
294,234,2981,4,Tarjeta,0.0,Activa
295,234,2884,5,Tarjeta,4315.45,Activa
296,235,2680,4,Tarjeta,0.0,Cancelada
297,235,2620,5,Tarjeta,38195.39,Activa
298,236,3028,4,Tarjeta,0.0,Activa
299,237,2759,4,Tarjeta,0.0,Activa
300,238,1631,4,Tarjeta,0.0,Activa
301,238,1820,6,Tarjeta,4907.55,Bloqueada
302,239,1306,4,Tarjeta,0.0,Activa
303,240,2938,4,Tarjeta,0.0,Activa
304,241,2975,4,Tarjeta,0.0,Activa
305,241,2875,5,Tarjeta,4069.68,Activa
306,242,887,4,Tarjeta,0.0,Activa
307,242,2754,5,Tarjeta,4655.14,Bloqueada
308,243,2511,4,Tarjeta,0.0,Bloqueada
309,243,2367,5,Tarjeta,14258.49,Activa
310,244,2581,4,Tarjeta,0.0,Activa
311,245,2904,4,Tarjeta,0.0,Activa
312,246,2640,4,Tarjeta,0.0,Activa
313,247,2402,4,Tarjeta,0.0,Activa
314,248,2714,4,Tarjeta,0.0,Cancelada
315,249,1934,4,Tarjeta,0.0,Activa
316,249,1718,6,Tarjeta,14159.94,Activa
317,250,2451,4,Tarjeta,0.0,Cancelada
318,251,2927,4,Tarjeta,0.0,Activa
319,252,1753,4,Tarjeta,0.0,Bloqueada
320,252,2722,5,Tarjeta,10786.36,Activa
321,253,3058,4,Tarjeta,0.0,Activa
322,254,2873,4,Tarjeta,0.0,Activa
323,254,3090,5,Tarjeta,14602.89,Activa
324,255,1610,4,Tarjeta,0.0,Activa
325,255,1486,5,Tarjeta,2979.27,Activa
326,256,2940,4,Tarjeta,0.0,Activa
327,257,2359,4,Tarjeta,0.0,Cancelada
328,257,1983,5,Tarjeta,9704.48,Cancelada
329,258,2673,4,Tarjeta,0.0,Activa
330,259,1686,4,Tarjeta,0.0,Activa
331,259,2037,6,Tarjeta,12650.85,Activa
332,261,3089,4,Tarjeta,0.0,Activa
333,262,1698,4,Tarjeta,0.0,Activa
334,263,2985,4,Tarjeta,0.0,Cancelada
335,263,3067,6,Tarjeta,1453.71,Activa
336,264,3037,4,Tarjeta,0.0,Activa
337,264,2395,6,Tarjeta,4014.95,Activa
338,265,3019,4,Tarjeta,0.0,Activa
339,266,1540,4,Tarjeta,0.0,Cancelada
340,266,1376,5,Tarjeta,2859.64,Activa
798,640,1619,4,Tarjeta,0.0,Activa
341,267,2853,5,Tarjeta,13368.65,Activa
342,268,2601,4,Tarjeta,0.0,Activa
343,268,2585,5,Tarjeta,3638.35,Activa
344,269,2236,4,Tarjeta,0.0,Activa
345,270,2275,4,Tarjeta,0.0,Bloqueada
346,271,2031,5,Tarjeta,22841.03,Activa
347,272,2841,4,Tarjeta,0.0,Activa
348,273,2183,4,Tarjeta,0.0,Activa
349,274,48,4,Tarjeta,0.0,Activa
350,274,2970,5,Tarjeta,4364.18,Activa
351,275,2763,4,Tarjeta,0.0,Activa
352,275,2313,5,Tarjeta,2355.72,Bloqueada
353,276,1027,4,Tarjeta,0.0,Activa
354,276,760,6,Tarjeta,8649.92,Activa
355,277,2226,4,Tarjeta,0.0,Activa
356,278,2778,4,Tarjeta,0.0,Activa
357,279,2559,4,Tarjeta,0.0,Activa
358,280,2286,4,Tarjeta,0.0,Activa
359,280,1333,5,Tarjeta,5353.95,Bloqueada
360,281,2956,4,Tarjeta,0.0,Activa
361,282,2606,4,Tarjeta,0.0,Activa
362,282,1958,5,Tarjeta,10148.48,Activa
363,283,3075,4,Tarjeta,0.0,Activa
364,283,3011,5,Tarjeta,9751.1,Activa
365,284,2918,5,Tarjeta,4451.95,Activa
366,285,2866,4,Tarjeta,0.0,Activa
367,286,2214,4,Tarjeta,0.0,Activa
368,287,1652,4,Tarjeta,0.0,Activa
369,287,2083,5,Tarjeta,7842.15,Activa
370,288,2002,4,Tarjeta,0.0,Activa
371,288,2549,5,Tarjeta,15035.41,Activa
372,289,2910,4,Tarjeta,0.0,Cancelada
373,290,3049,4,Tarjeta,0.0,Activa
374,290,2844,5,Tarjeta,5885.76,Activa
375,291,3007,4,Tarjeta,0.0,Activa
376,292,2412,4,Tarjeta,0.0,Bloqueada
377,292,2785,5,Tarjeta,7051.56,Activa
378,293,2555,4,Tarjeta,0.0,Activa
379,294,2399,4,Tarjeta,0.0,Activa
380,295,1964,4,Tarjeta,0.0,Activa
381,295,2109,5,Tarjeta,12955.05,Activa
382,296,2889,5,Tarjeta,3654.56,Activa
383,297,2553,4,Tarjeta,0.0,Activa
384,299,1800,4,Tarjeta,0.0,Cancelada
385,300,2438,4,Tarjeta,0.0,Activa
386,300,2579,6,Tarjeta,9104.45,Activa
387,301,2371,4,Tarjeta,0.0,Activa
388,301,2902,6,Tarjeta,4091.96,Activa
389,302,3052,4,Tarjeta,0.0,Activa
390,302,3050,5,Tarjeta,4318.28,Activa
391,303,898,4,Tarjeta,0.0,Activa
392,304,778,4,Tarjeta,0.0,Activa
393,304,514,6,Tarjeta,9449.35,Activa
394,305,1694,4,Tarjeta,0.0,Activa
395,306,2794,4,Tarjeta,0.0,Activa
396,306,2933,5,Tarjeta,11614.4,Bloqueada
397,307,2733,4,Tarjeta,0.0,Activa
398,307,817,6,Tarjeta,20500.92,Activa
399,310,2824,4,Tarjeta,0.0,Activa
400,311,1540,4,Tarjeta,0.0,Activa
401,312,1511,4,Tarjeta,0.0,Activa
402,313,1839,4,Tarjeta,0.0,Bloqueada
403,313,1176,6,Tarjeta,14603.85,Activa
404,314,3033,4,Tarjeta,0.0,Activa
405,315,3007,4,Tarjeta,0.0,Activa
406,316,2979,4,Tarjeta,0.0,Bloqueada
407,318,2662,4,Tarjeta,0.0,Activa
408,319,2236,4,Tarjeta,0.0,Activa
409,319,1798,5,Tarjeta,8350.0,Activa
410,322,3045,4,Tarjeta,0.0,Activa
411,323,694,4,Tarjeta,0.0,Activa
412,324,2823,5,Tarjeta,37369.19,Activa
413,325,2166,4,Tarjeta,0.0,Activa
414,326,1724,4,Tarjeta,0.0,Activa
415,326,823,5,Tarjeta,4874.5,Bloqueada
416,327,3015,4,Tarjeta,0.0,Activa
417,328,1519,4,Tarjeta,0.0,Activa
418,329,2767,4,Tarjeta,0.0,Activa
419,330,2108,4,Tarjeta,0.0,Activa
420,331,2095,4,Tarjeta,0.0,Activa
421,332,1487,4,Tarjeta,0.0,Activa
422,332,2327,5,Tarjeta,2679.09,Activa
423,334,2825,4,Tarjeta,0.0,Bloqueada
424,335,2052,4,Tarjeta,0.0,Activa
425,336,2938,4,Tarjeta,0.0,Bloqueada
426,337,2664,4,Tarjeta,0.0,Activa
427,338,2485,4,Tarjeta,0.0,Bloqueada
428,338,2762,6,Tarjeta,3997.04,Activa
429,339,2314,4,Tarjeta,0.0,Activa
430,340,833,4,Tarjeta,0.0,Activa
431,340,2091,5,Tarjeta,2804.0,Activa
432,342,2552,4,Tarjeta,0.0,Activa
433,343,2860,4,Tarjeta,0.0,Bloqueada
434,343,2507,5,Tarjeta,10345.94,Activa
435,344,870,4,Tarjeta,0.0,Activa
436,345,2915,6,Tarjeta,3742.29,Activa
437,346,3075,4,Tarjeta,0.0,Bloqueada
438,347,2298,4,Tarjeta,0.0,Activa
439,348,2990,4,Tarjeta,0.0,Bloqueada
440,348,2739,5,Tarjeta,3724.09,Activa
441,349,1688,4,Tarjeta,0.0,Activa
442,350,2964,4,Tarjeta,0.0,Activa
443,350,3004,6,Tarjeta,8968.58,Activa
444,351,2506,4,Tarjeta,0.0,Activa
445,352,2689,4,Tarjeta,0.0,Cancelada
446,352,1903,5,Tarjeta,13384.87,Activa
447,353,1781,4,Tarjeta,0.0,Cancelada
448,354,2530,4,Tarjeta,0.0,Cancelada
449,355,2984,4,Tarjeta,0.0,Activa
450,356,2041,4,Tarjeta,0.0,Activa
451,357,2197,4,Tarjeta,0.0,Activa
452,358,2702,4,Tarjeta,0.0,Activa
453,358,3079,5,Tarjeta,8229.92,Activa
454,359,2757,4,Tarjeta,0.0,Activa
455,359,2799,6,Tarjeta,6686.83,Activa
456,360,3058,4,Tarjeta,0.0,Activa
457,360,3071,5,Tarjeta,6567.89,Activa
458,361,2443,4,Tarjeta,0.0,Activa
459,362,2481,4,Tarjeta,0.0,Activa
460,363,2402,4,Tarjeta,0.0,Activa
461,364,2033,4,Tarjeta,0.0,Activa
462,365,2987,6,Tarjeta,5735.88,Bloqueada
463,366,2488,4,Tarjeta,0.0,Bloqueada
464,367,2896,4,Tarjeta,0.0,Cancelada
465,368,996,4,Tarjeta,0.0,Activa
466,370,2961,4,Tarjeta,0.0,Activa
467,370,999,5,Tarjeta,5366.73,Activa
468,371,725,4,Tarjeta,0.0,Activa
469,372,2885,4,Tarjeta,0.0,Activa
470,372,2926,5,Tarjeta,5368.23,Bloqueada
471,373,3075,6,Tarjeta,8700.61,Activa
472,374,1765,4,Tarjeta,0.0,Bloqueada
473,374,2402,5,Tarjeta,17265.76,Activa
474,377,2359,4,Tarjeta,0.0,Bloqueada
475,379,2457,4,Tarjeta,0.0,Activa
476,379,2652,5,Tarjeta,29091.34,Activa
477,380,3070,4,Tarjeta,0.0,Activa
478,381,3022,5,Tarjeta,6317.68,Activa
479,382,3078,4,Tarjeta,0.0,Bloqueada
480,383,2934,4,Tarjeta,0.0,Activa
481,383,2943,5,Tarjeta,2718.12,Cancelada
482,384,1294,4,Tarjeta,0.0,Activa
483,384,1552,5,Tarjeta,4045.94,Bloqueada
484,385,3088,5,Tarjeta,3631.88,Cancelada
485,387,734,4,Tarjeta,0.0,Activa
486,388,1895,4,Tarjeta,0.0,Activa
487,388,462,5,Tarjeta,14725.13,Cancelada
488,390,1676,6,Tarjeta,2626.26,Bloqueada
489,391,1498,4,Tarjeta,0.0,Activa
490,391,568,5,Tarjeta,4429.33,Activa
491,392,2881,5,Tarjeta,10125.22,Activa
492,393,2104,4,Tarjeta,0.0,Activa
493,394,3070,4,Tarjeta,0.0,Activa
494,394,3078,5,Tarjeta,25021.75,Activa
495,395,2386,4,Tarjeta,0.0,Activa
496,395,2949,5,Tarjeta,15441.7,Activa
497,396,2941,4,Tarjeta,0.0,Activa
498,397,2756,4,Tarjeta,0.0,Activa
499,398,2951,4,Tarjeta,0.0,Activa
500,398,2793,5,Tarjeta,10078.37,Activa
501,400,2233,4,Tarjeta,0.0,Activa
502,400,1039,5,Tarjeta,12243.79,Activa
503,401,2985,4,Tarjeta,0.0,Activa
504,402,1418,4,Tarjeta,0.0,Activa
505,402,2633,6,Tarjeta,6315.31,Bloqueada
506,404,3036,4,Tarjeta,0.0,Activa
507,404,2776,5,Tarjeta,10626.08,Activa
508,405,2328,4,Tarjeta,0.0,Activa
509,406,3026,4,Tarjeta,0.0,Activa
510,407,2899,4,Tarjeta,0.0,Activa
511,407,3041,5,Tarjeta,5058.66,Activa
512,409,3078,4,Tarjeta,0.0,Activa
513,409,2102,6,Tarjeta,7864.97,Activa
514,410,1495,4,Tarjeta,0.0,Activa
515,410,953,6,Tarjeta,13605.48,Bloqueada
516,411,3087,4,Tarjeta,0.0,Activa
517,412,3005,4,Tarjeta,0.0,Activa
518,413,2285,4,Tarjeta,0.0,Activa
519,413,2546,6,Tarjeta,2402.51,Cancelada
520,414,1602,4,Tarjeta,0.0,Activa
521,415,1453,4,Tarjeta,0.0,Bloqueada
522,416,2929,4,Tarjeta,0.0,Bloqueada
523,417,2862,5,Tarjeta,12490.38,Activa
524,418,3028,4,Tarjeta,0.0,Activa
525,419,728,4,Tarjeta,0.0,Activa
526,420,1932,5,Tarjeta,8994.68,Activa
527,421,146,4,Tarjeta,0.0,Activa
528,422,2643,5,Tarjeta,21680.89,Activa
529,425,2302,4,Tarjeta,0.0,Activa
530,425,2332,5,Tarjeta,12068.54,Bloqueada
531,426,1440,5,Tarjeta,10126.33,Activa
532,427,2805,4,Tarjeta,0.0,Activa
533,428,1320,5,Tarjeta,7703.48,Activa
534,429,2541,4,Tarjeta,0.0,Activa
535,431,2524,4,Tarjeta,0.0,Activa
536,431,2766,5,Tarjeta,5148.75,Activa
537,432,3065,4,Tarjeta,0.0,Activa
538,433,2987,4,Tarjeta,0.0,Activa
539,434,2502,4,Tarjeta,0.0,Activa
540,435,2673,4,Tarjeta,0.0,Activa
541,436,2840,4,Tarjeta,0.0,Activa
542,437,3042,4,Tarjeta,0.0,Activa
543,438,2649,4,Tarjeta,0.0,Activa
544,439,2585,4,Tarjeta,0.0,Activa
545,440,1264,4,Tarjeta,0.0,Activa
546,440,1374,5,Tarjeta,10392.84,Activa
547,441,2390,4,Tarjeta,0.0,Activa
548,441,1997,6,Tarjeta,9349.93,Activa
549,442,3079,4,Tarjeta,0.0,Activa
550,443,2591,4,Tarjeta,0.0,Activa
551,444,1880,4,Tarjeta,0.0,Activa
552,444,2914,5,Tarjeta,6824.59,Activa
553,445,720,5,Tarjeta,4717.34,Bloqueada
554,446,2294,4,Tarjeta,0.0,Activa
555,446,2362,6,Tarjeta,12166.24,Activa
556,447,2655,4,Tarjeta,0.0,Bloqueada
557,447,2533,5,Tarjeta,5867.19,Activa
558,449,3041,4,Tarjeta,0.0,Bloqueada
559,449,2076,5,Tarjeta,5889.59,Activa
560,450,2171,4,Tarjeta,0.0,Activa
